cso_id,cso_name_english,cso_name_dhivehi,phone,email,web_presence,registration_number
186,Association of Meedhoo Development,އެސޯސިއޭޝަން އޮފް މީދޫ ޑިވެލޮޕްމަންޓް,7749739,,,2081
187,Association of Nilandhoo Youth (ANY),އެސޯސިއޭޝަން އޮފް ނިލަންދޫ ޔޫތް (އޭނީ),7777434/9939988,nilandhooyouth@gmail.com,,2367
188,Association of Socra Vilnigili,އެސޯސިއޭޝަން އޮފް ސޮކރަ ވިލނިގިލި,7851811,,,2303
189,Association of Traditional Medicine,އެސޯސިއޭޝަން އޮފް ޓްރެޑިޝަނަލް މެޑިސިން,,,,1646
190,Association of Travel Agents,އެސޯސިއޭޝަން އޮފް ޓްރެވަލް އެޖެންޓްސް,7771570,,,1645
191,Athamaa Foundation,އަތަމާ ފައުންޑޭޝަން,7784475,athamar@dhivehinet.mv,,1644
192,Athletics Association of Addu City,އެތުލެޓިކްސް އެސޯސިއޭޝަން އޮފް އައްޑޫ ސިޓީ,,,,2628
193,Atmosphere Foundation,އެޓްމޮސްފިޔރަ ފައުންޑޭޝަން,7771195,,,1643
194,Atolhu Platform for Artists,އަތޮޅު ޕްލެޓް ފރޮ އާޓިސްޓްސް,,,,1642
195,Atoll Club of Tourism,އެޓޯލް ކްލަބް އޮފް ޓޫރިޒަމް,7721655,,,2700
196,Atoll Lab,އެޓޯލް ލެބް,9961631,Atolllabnoonu@gmail.com,,285
197,Atolls Recreation Club,އެޓޮލްސް ރިކްރިއޭޝަން ކްލަބް,,,,1641
198,Atolls Reform Movement,އެޓޯލްސް ރިފރޯމް މޫވްމަންޓް,7772023,test@gmail.com,,1640
199,Audhaana,އަޢުދާނަ,9880110,,,1639
200,Auditor General's Office Recreation Club,އޮޑިޓރަ ޖެނެރަލްގެ އޮފީސް ރެކްރިއޭޝަން ކުލަބް,3323939,info@audit.gov.mv,,1638
201,Autism Maldives,އޯޓިޒަމް މޯލްޑިވްސް,7772828/7772266,ameera@greatminds.mv,,1807
202,Avera Society,އެވެއރަ ސޮސައިޓީ,7791690,nijjah@gmail.com,,2572
203,Avra Recreation Club,އަވރަ ރިކްރިއޭޝަން ކުލަބް,7855858,ourrecreationclub@gmail.com,,904
204,Awareness Lab for All (alfaa),އެވެއރަނެސް ލެބް ފރޮ އޯލް (އަލްފާ),7955071,senbeshai@gmail.com,,28
205,Ayooq,އައްޔޫޤް,7546042/ 7477077,ayyooq2014@gmail.com,,351
206,Azhar Alumni Association,އަޒްހަރް އެލުމްނައި އެސޯސިއޭޝަން,7989260,,,1636
207,B. Thulhaadhoo Zuvaanunge Gulhun,ބ.ތުޅާދޫ ޒުވާނުންގެ ގުޅުން,7781139,,,1634
208,B. Tulhaadhoo School Former Students Jamiyya,ބ. ތުޅާދޫ ސްކޫލް އިސްދަރިވަރުންގެ ޖަމްޢިއްޔާ,7778387,,,445
209,B.G Sports Club (Brother Gardens Sports Club),ބީ.ޖީ ސްޕރޯޓްސް ކުލަބް (ބްރަދރަ ގައިޑެންސް ސްޕޯޓްސް ކުލަބް),3001010,bg.sports.club@hotmail.com,,1635
210,B.atoll Dharavandhoo Humanity Association (badha),ބ.އެޓޯލް ދަރަވަންދޫ ހިއުމެނިޓީ އެސޯސިއޭޝަން (ބަދަ),7901711,,,433
211,BUCYS Foundation,ބުޗީސް ފައުންޑޭޝަން,7785402,,,1775
212,Baa Atoll Resorts United,ބާ އެޓޯލް ރިޒޯޓްސް ޔުނައިޓެޑް,6602626,,,424
213,Baarashu Association for Sports and Environment,ބާރަށު އެސޯސިއޭޝަން ފރޮ ސްޕޯޓްސް އެންޑް އެންވަޔަރަމަންޓް,7705666,,,53
214,Baarashu Dhonbe Network Club,ބާރަށު ދޮންބެ ނެޓްވރާކް ކްލަބް,,dhonbenetworkbegins@gmail.com,,52
215,Baarashu Zuvaanunge Dhirun,ބާރަށު ޒުވާނުންގެ ދިރުން,7993400،‎ 7795107,zuvaanungedhirun1993@gmail.com,,54
216,Badhahi Jamiyya,ބަދަހި ޖަމްޢިއްޔާ,_,_,,145
217,Bageechaa Roalhi,ބަގީޗާ ރޯޅި,7632363,,,1956
218,Balifot,ބަލިފޮތް,7732250,hassanahzam@gmail.com,,1845
219,Bandaara Club,ބަންޑާރަ ކުލަބް,7791899,,,1632
220,Bandidhoo Associates for Social Empowerment (BEYS Foundation),ބނަޑިދޫ އެސޯސިއޭޓްސް ފރޯ ސޯޝަލް އެމްޕަވރަމެންޓް (ބޭސް ފައުންޑޭޝަން),7940402,,,2075
221,Bandidhoo Foundation for Community Development,ބނަޑިދޫ ފައުންޑޭޝަން ފރޮ ކޮމިޔުނިޓީ ޑިވެލޮޕްމަންޓް,7707876,bffcd@avasmail.com.mv,,2073
222,Bandidhoo Island Re-Development Society,ބނަޑިދޫ އައިލެންޑް ރި ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,،2582377،‎ 7767226,,,2072
223,Bandidhoo Island Redevelopment Society,ބނަޑިދޫ އައިލެންޑް ރި ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7234929/7967226,bids.maldives@gmail.com,,2074
224,Bandos Recreation Club,ބނަޑޮސް ރިކްރިއޭޝަން ކްލަބް,6640088,info@bandos.com.mv,,1631
225,Bank Employees Association of Maldives (B.E.A.M),ބެންކް އެމްޕްލޯއީޒް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް (ބީ.ޢީ.އޭ.އެމް),7782005,,,1630
226,Bankers Association of Maldives,ބޭކރާސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7772119,info@city.com.mv,,1633
227,Baraasilu Ekuveri Rayitunge Club (BARU Club),ބަރާސިލު އެކުވެރި ރައްޔިތުންގެ ކުލަބް (ބައްރު ކުލަބު),9999398,,,2187
228,Baseball and Softball Association of Maldives,ބޭސްބޯލް އެންޑް ސޮފްޓްބޯލް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7786554,,,1629
229,Bashi Association of Maldives,ބަށި އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7977878,,,1628
230,Basketball Organization,ބާސްކެޓް ބޯލް އޯގަނައިޒޭޝަން,7658224/7625658,bborganization.mv@gmail.com,,1846
231,Batibudaa Community,ބައްތިބުޑާ ކޮމިއުނިޓީ,9976666,,,2514
232,Bazee Club,ބާޒީކްލަބް,,,,1973
233,Beach Sports Club,ބީޗް ސްޕޯޓްސް ކްލަބް,,,,1627
234,Beautiful Eyes Down Syndrome Association,ބިއުޓިފުލް އައިޒް ޑައުން ސިންޑްރޯމް އެސޯސިއޭޝަން,7890011,beautifuleyes.mv@live.com,,1626
235,Beautiful Life Foundation,ބިއުޓިފުލް ލައިފް ފައުންޑޭޝަން,7781613,,,1625
236,Beautiful Thinkings,ބިއުޓިފުލް ތިންކިންގްސް,7666776,beautifulthinkings1@gmail.com,,1624
237,Bee.gud,ބީ.ގުޑް,9705707,begood.mv@gmail.com,,465
238,Beevaa Sports Association,ބީވާ ސްޕޯޓްސް އެސޯސިއޭޝަން,9186566 / 9777722 / 7414429,BEEVAA.FCB@GMAIL.COM,,2366
239,Belief in Unity for Challenging Youth Spirit (BUCYS),ބިލީފް އިން ޔުނިޓީ ފރޮ ޗެލެންޖިނގް ޔޫތް ސްޕިރިޓް (ބޫޗީސް),7913012,test@gmail.com,,1623
240,Believe You Can - Youth Empowerment,ބިލީވް ޔޫކޭން - ޔޫތު އެމްޕަވރަމަންޓް,,,,1622
241,Benefit,ބެނެފިޓް,9999058,info@benefitmv.org,,2109
242,Benians Association for All,ބެނިއަންސް އެސޯސިއޭޝަން ފރޮ އޯލް,7914827،‎ 7577017,office.bafa@gmail.com>,,293
243,Better Environment for Youth Society,ބެޓރަ އެންވަޔަރަންމަންޓް ފރޮ ޔޫތް ސޮސައިޓީ,7916902,beys.association@gmail.com,,292
244,Betterment of Society Towards One Nation,ބެޓރަމެންޓް އޮފް ސޮސައިޓީ ޓްވރާޑްސް ވަން ނޭޝަން,9515869,Hinnavaruboston@gamil.com,,540
245,Big Game Fishing Maldives,ބިގް ގޭމް ފިޝިނގް މޯލްޑިވްސް,3314907,,,1621
246,Big Shots,ބިގް ޝޮޓްސް,,,,2195
247,Biledhoo Schoolge Isdharivarunge Jamiyya,ބިލެއްދޫ ސްކޫލްގެ އިސްދަރިވަރުންގެ ޖަމްޢިއްޔާ,6740528,,,2023
248,Biledhoo Youth Generation,ބިލެތްދޫ ޔޫތު ޖެނެރޭޝަން,9669353,bygeneration@hotmail.com,,1620
249,Biletfahi Zuvaanunge Jamiyya,ބިލެތްފަހި ޒުވާނުންގެ ޖަމްޢިއްޔާ,7939225،‎ 7904030,bzj-jamiyya@hotmail.com,,182
250,Binaa,ބިނާ,7902948,,,2208
251,Bingaa - Foundation of Hope,ބިންގާ - ފައުންޑޭޝަން އޮފް ހޮޕް,,,,2637
252,Bipolar Foundation,ބައިޕޯލާ ފައުންޑޭޝަން,7786644,,,1619
253,Bizekid Foundation,ބިޒީކިޑް ފައުންޑޭޝަން,7778691,busykidsmv@gmail.com,,2640
254,Blind and Visually Impaired Society of Maldives,ބްލައިންޑް އެންޑް ވިޒުއަލީ އިމްޕެއރަޑް ސޮސައިޓޯ އޮފް މޯލްޑިވްސް,7553755,bvism2010@gmail.com,,1618
255,Bliss Care Foundation,ބްލިސް ކެއރަ ފައުންޑޭޝަން,7953726/9899164,info@blisscare.mv,,534
256,Bloopees,ބްލޫޕީސް,7712378,info@bluepeacemaldives.org,,1614
257,Blue Crown Maldives Foundation,ބްލޫ ކްރައުން މޯލްޑިވްސް ފައުންޑޭޝަން,7667557,bluecrownmaldivesfoundation@gmail.com,,1617
258,Blue Gold Foundation,ބްލޫ ގިލްޑް ފައުންޑޭޝަން,9144282،‎ 9942249,blueguild.mv@gmail.com,,176
259,Blue Hearts,ބްލޫ ހރާޓްސް,9761602,,,1616
260,Blue Ocean Tourism,ބުލޫ އޯޝަން ޓޫރިޒަމް,7933565,,,1615
261,Blue Star Club,ބްލޫ ސްޓރަ ކްލަބް,7830660 ،‎7940999,bluestarclubmv@gmail.com,,1981
262,Bnadeyri Stra Sports Club,ބނަޑޭރި ސްޓރަ ސްޕޯޓްސް ކްލަބް,7797041/9922608,bandeyristar.sportsclub@gmail.com,,61
263,Bodu Kanneli Masveringe Union (B.K.M.U),ބޮޑު ކަންނެލި މަސްވެރިންގެ ޔޫނިއަން (ބީ.ކޭ.އެމް.ޔޫ),9789756,bkmunion@gmail.com,,1613
264,Boduge Foundation,ބޮޑުގެ ފައުންޑޭޝަން,7707774,bakuru.mv@gmail.com,,444
265,Bond for Sustainable Development,ބޮންޑް ފރޮ ސަސްޓެއިނަބަލް ޑިވެލޮޕްމަންޓް,7778671,,,1612
266,Bond of Maabaidhoo Youth,ބޮންޑް އޮފް މާބައިދޫ ޔޫތްސް,,communitylivelihood435@gmail.com,,2263
267,Brave Basketball Club,ބްރޭވް ބާސްކެޓްބޯލް ކުލަބް,7778974,,,1611
268,Bridging the Community Maldives,ބްރިޖިނގް ދަ ކޮމިއުނިޓީސް މޯލްޑިވްސް,7901187,,,1610
269,Bright Club,ބްރައިޓް ކްލަބް,7839115,brightclub777@gmail.com,,1947
270,Brotherhood Association of Notable Active Loyal Fans,ބްރަދރަހުޑް އެސޯސިއޭޝަން އޮފް ނޮޖެބަލް އެކްޓިވް ލޯޔަލް ވަންސް,7560030،‎ 7837844,info@baokalo.com,,229
271,Brothers Racing Club,ބްރަދާސް ރޭސިނގް ކްލަބް,7792888,,,1609
272,Buhaaree Films,ބުޙާރީ ފިލްމްސް,,mail@cmda.gov.mv,,1608
273,Building Environmental Sustainability Together (BEST),ބިލްޑިނގް އެންވަޔަރަންމަންޓަލް ސަސްޓެއިނެބިލިޓީ ޓުގެދރަ (ބެސްޓް),7777245,test@gmail.com,,2460
274,Burunee Association for Socio - Economic Development,ބުރުނީ އެސޯސިއޭޝަން ފރޮ ސޯޝިއޯ - އިކޮނޮމިކް ޑިވެލޮޕްމަންޓް,,-,,2142
275,Burunee Youth Development,ބުރުނީ ޔޫތް ޑިވެލޮޕްމަންޓް,9744448,buruniyouthdevelopment@gmail.com,,2141
276,Burunee Youth Sports Club,ބުރުނީ ޔޫތު ސްޕޯޓްސް ކުލަބް,9800499,,,2139
277,Buruni Rayitunge Ijthimaai Jamiyya,ބުރުނި ރައްޔިތުންގެ ޢިޖްތިމާއި ޖަމިއްޔާ,7477800,burunibrij@gmail.com,,2140
278,Burunu Sporting Club,ބުރުނު ސްޕޯޓިނގް ކްލަބް,7930123,csm@cancer.org.mv,,1607
279,Burunulaa Football Club,ބުރުނުލާ ފްޓްބޯޅަ ކްލަބް,7715127,,,228
280,C.M.D.A Staff Recreation Club,ސީ.އެމް.ޑީ.އޭ ސްޓާފް ރެކްރިއޭޝަން ކުލަބް,3336619,,,1606
281,Cancer Society of Maldives,ކެންސރަ ސޮސައިޓީ އޮފް މޯލްޑިވްސް,7870607,info@caresociety.org.mv,,1604
282,Capital City Island Development Association,ކެޕިޓަލް ސިޓީ އައިލެންޑް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7764620,naafixsuman@hotmail.com,,2302
283,Capital Fan Club,ކެޕިޓަލް ފޭން ކްލަބް,,care88epss@gmail.com,,1603
284,Care For Our People and Environment (COPE),ކެއރަ ފޯ އަވރަ ޕީޕަލް އެންޑް އެންވާރުމަންޓް (ކޯޕް),9686888,yoosubbe@gmail.com,,2186
285,Care Society,ކެއރަ ސޮސައިޓީ,3316072,care88epss@gmail.com,,1602
286,Care'88 E.P.S.S,ކެއރަ'88 އީ.ޕީ.އެސް.އެސް,9898944,admin@carrom.mv,,1601
287,Caroa Maldives (Association for Fonadhoo Youth Awareness),ކރޯ މޯލްޑިވްސް (އެސޯސިއޭޝަން ފރޮ ފޮނަދޫ ޔޫތު އެވެއރަނަސް),7792283/7772283,coremaldives@gmail.com,,2185
288,Centre for Physical and Environmental Research,ސެންޓރަ ފރޮ ފިޒްކަލް އެންޑް އެންވަޔަރަމެންޓަލް ރިސރާޗް,7772737/7771903,athifshakoor@gmail.com,,1840
289,Certified Practicing Accountants of Maldives,ސރަޓިފައިޑް ޕްރެކްޓިސިނގް އެކައުންޓަންޓްސް އޮފް މޯލްޑިވްސް,,,,1598
290,Chakulee Recreation Club,ޗަކުލީ ރެކްރިއޭޝަން ކްލަބް,7935358/ 7963536,chakulyofficial@gmail.com,,88
291,Changeu,ޗޭންޖު,7873279,,,1597
292,Charity Maldives,ޗެރިޓީ މޯލްޑިވްސް,,cgmmaldives@gmail.com,,1596
293,Chelsea Maldives Supporters Club (C.M.S.C),ޗެލްސީ މޯލްޑިވްސް ސަޕޯޓރަސް ކުލަބް (ސީ.އެމް.އެސް.ސީ),7774634,caps-againstchildabusing@hotmail.com,,1594
294,Chestra,ޗެސްޓރަ,7948112،‎ 9977996,info@chester.com.mv,,246
295,Child Abusing Prevention Society,ޗައިލްޑް އެބިއުސިނގް ޕްރިވެންޝަން ސޮސައިޓީ,7440968,,,1593
296,Child and Youth Development Organization,ޗައިލްޑް އެންޑް ޔޫތު ޑިވެލޮޕްމަންޓް އޮގަނައިޒޭޝަން,9642014,cydo.organization@gmail.com,,2301
297,Children of Maldives,ޗިލްރަން އޮފް މޯލްޑިވްސް,7939977,,,1592
298,China Maldivian Cultural Association,ޗައިނާ މޯލްޑިވިއަން ކަލްޗަރަލް އެސޯސިއޭޝަން,9778080,,,1591
299,Chokoa,ޗޮކޯ,9862468,,,2431
300,City Hope Association,ސިޓީ ހޯޕް އެސޯސިއޭޝަން,9640097,,,1589
301,Civic Alliance,ސިވިކް އެލަޔަންސް,7705786,defendersmv@gmail.com,,1588
302,Civil Service Club,ސިވިލް ސރަވިސް ކުލަބް,3306014,,,1586
303,Civil and Political Rights Defenders,ސިވިލް އެންޑް ޕޮލިޓިކަލް ރައިޓްސް ޑިފެންޑރަސް,7518121,admin@csc.gov.mv,,1587
304,Clean Maldives,ކްލީން މޯލްޑިވްސް,7994474,,,1766
305,Clever Boys Football Club,ކްލެވރަ ބޯއީސް ފުޓްބޯޅަ ކުލަބް,9733378,cleverboys@hotmail.com,,539
306,Click Foundation,ކްލިކް ފައުންޑޭޝަން,3305005,test@gmail.com,,1585
307,Click Tropical Environment,ކްލިކް ޓްރޮޕިކަލރަ އެންވަޔަރަމެންޓް,3328664,,,1584
308,Club 220,ކްލަބް 220,9797707,test@gmail.com,,1583
309,Club 25 Maldives,ކްލަބް 25 މޯލްޑިވްސް,7874293,,,1582
310,Club Addu Equatorial Hospital,ކްލަބު އައްޑޫ އެކުއަޓޯރިއަލް ހޮސްޕިޓަލް,7920445,club@aeh.gov.mv,,2627
311,Club All Star,ކުލަބް އޯލް ސްޓރަ,7942323,,,1581
312,Club Amigos,ކްލަބް އަމީގޯޒް,7794668,info@avsecom.gov.mv,,1580
313,Club Apprising,ކްލަބު އަޕްރައިޒިން,7209922,clubuprising.mv@gmail.com,,2015
314,Club Aviation Security,ކްލަބް އޭވިއޭޝަން ސެކިއުރިޓީ,3013436,,,1579
315,Club Avistaa,ކުލަބް އަވިސްޓާ,7784002,test@gmail.com,,1578
316,Club B.atolhu Council,ކުލަބް ބ.އަތޮޅު ކައުންސިލް,"9997828, 7977087",,,423
317,Club Best Move,ކުލަބް ބެސްޓް މޫވް,7777577,,,1577
318,Club Blue Eagles,ކުލަބް ބްލޫ އީގަލްސް,9932200,,,2137
319,Club Blue Lepad Sports,ކުލަބް ބުލޫ ލެޕަޑް ސްޕޯޓްސް,7991264,bonanza@dhinet.net.mv,,1576
320,Club Bonanza,ކުލަބް ބޮނަންޒާ,3345722,,,1575
321,Club C.R.C,ކްލަބް ސީ.އާރު.ސީ,7940303,,,1572
322,Club Caam Sports,ކުލަބް ކާމް ސްޕޯޓްސް,7906688,,,1574
323,Club Campo,ކްލަބް ކެމްޕޯ,7868581,hr@criminalcourt.gov.mv,,1573
324,Club Casinchee,ކުލަބް ކާސިންޖީ,7771745,,,1561
325,Club Combination,ކުލަބް ކޮމްބިނޭޝަން,"9686556, 9677788",clubcombination@gmail.com maishaan25@gmail.com,,422
326,Club Coming Up,ކްލަބް ކަމިނގް އަޕް,9740229 / 7913868,މެއިލް ,,169
327,Club Dekoaram,ކުލަބް ޑެކޯރަމް,7585064,Clubdecorum@gmail.com,,606
328,Club Dhonfan,ކުލަބު ދޮންފަން,9999785,club.dhonfan@gmail.com,,399
329,Club Dhuntari,ކްލަބް ދުންތަރި,7715903,info@clubdhunthari.ihavandhoo.com,,39
330,Club Down Town,ކުލަބް ޑައުން ޓައުން,"7422344, 9922040",,,421
331,Club Dribbling Stars,ކްލަބް ޑްރިބްލިނގް ސްޓރަސް,9878820,,,1571
332,Club Eagles,ކްލަބް އީގަލްސް,,,,1570
333,Club Ekuveringe Community,ކްލަބް އެކުވެރިންގެ ކޮމިއުނިޓީ,7989696,clubgaamagu@gmail.com,,1569
334,Club Emuni,ކުލަބް އެމުނި,7782326,,,227
335,Club Flyers,ކްލަބް ފްލަޔރާސް,7671317,,,593
336,Club Foundation of Isdhoo,ކްލަބް ފައުންޑޭޝަން އޮފް އިސްދޫ,9998162,isdhoosociety99@gmail.com,,2272
337,Club Gaamagu,ކްލަބް ގާމަގު,7776466,,,1568
338,Club Gastoa,ކުލަބު ގަސްޓޯ,7730436,,,2262
339,Club Goa Ap Sports Club,ކްލަބް ގޯ އަޕް ސްޕޯޓްސް ކްލަބް,7466792,,,67
340,Club Green Streets,ކްލަބް ގުރީން ސްޓްރީޓްސް,7782717,chdc@hdc.com.mv,,1567
341,Club H.D.C,ކްލަބް އެޗް.ޑީ.ސީ,9772297,,,1566
342,Club Half Line Linkage,ކްލަބް ހާފް ލައިން ލިންކޭޖް,7798855,,,2448
343,Club Hikaa,ކްލަބް ހިކާ,7509502,info@icom.mv,,1565
344,Club Human,ކްލަބް ހިއުމަން,7783822,,,538
345,Club Huvaas,ކްލަބް ހުވާސް,9196470/ 7928696,clubhuvaas@hotmail.com,,87
346,Club ICOM,ކްލަބު އައިކޮމް,7785619,,,1564
347,Club Immigration,ކްލަބް އިމިގްރޭޝަން,7787137,,,1563
348,Club Itaahaa,ކްލަބް އިތާހާ,_,_,,387
349,Club J.S.C,ކުލަބު ޖޭ.އެސް.ސީ,9900880,,,1562
350,Club Khidhumatteriyaa,ކްލަބް ޚިދުމަތްތެރިޔާ,_,_,,386
351,Club Korals,ކްލަބް ކޮރަލްސް,,,,101
352,Club Kurendhoo,ކުލަބް ކުރެންދޫ,9958000,,,537
353,Club Kurendhoo New Generation,ކްލަބް ކުރެންދޫ ނިއު ޖެނެރޭޝަން,7958283,,,536
354,Club M.C.L.P,ކްލަބް އެމް.ސީ.އެލް.ޕީ,,mohamed.sarah@mclp.gov.mv,,1874
355,Club M.R.A.I.C,ކްލަބް އެމް.އާރް.އީ.އައި.ސީ,7673506,info@clubmaldives.org,,1560
356,Club Maduvarians,ކްލަބް މަޑުއްވަރިއަންސް,7888673/9775694,maduvvarians@gmail.com,,2016
357,Club Maldives,ކޯޑް ކްލަބް މޯލްޑިވްސް,7907756,info@clubmaldives.org,,1531
358,Club Mega Star,ކްލަބް މެގަ ސްޓރަ,,,,1557
359,Club Metrics,ކްލަބް މެޓްރިކްސް,7653753,clubmatrix@gmail.com,,1558
360,Club Middle Bros,ކުލަބް މިޑިލް ބްރޯސް,7924007,,,1556
361,Club Mushtaree,ކްލަބް މުޝްތަރީ,7776544,,,1555
362,Club N.D.A,ކްލަބް އެންޑީއޭ,7643323,mohamedshah@nda.gov.mv,,1791
363,Club National Drug Agency,ކްލަބް ނޭޝަނަްަލް ޑްރަގް އޭޖެންސީ,7931363,,,1554
364,Club New Friends,ކްލަބް ނިއު ފްރެންޑްސް,9993949,,,1967
365,Club New Oceans,ކްލަބް ނިއު އޯޝަންސް,,,,1553
366,Club Noohiri,ކްލަބް ނޫހިރި,7549591,clubnoohiri_2002@hotmail.com,,365
