facility_id,facility_name,facility_type,island_id,matched_island_name,atoll_id,matched_atoll_name,address,rooms,beds,berths,phone,email,website,fax,resort_phone,resort_email,resort_fax,operator,owner_lessee,management,match_score,match_status,facility_type_original,atoll_name,island_name
60,Aqua Inn,guesthouse,111.0,Naifaru,13.0,Lhaviyani,"Thiari, Marine Drive",4,8,0,7789330,kanmathee@gmail.com,,7852299,,,,"Seyboa (SP)
Mohamed Ahmed Fulhu 
Kanmatheege No 2 
Naifaru, Lhaviyani Atoll
Republic of Maldives","Abdul Gafoor Ibrahim 
Hafla
Naifaru, Lhaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Lhaviyani,Naifaru
61,Aqua Oasis,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Hudhuveli,5,10,0,7634165,arcipha@gmail.com,-,,,,,"Sandy Feet Inn (SP) | Asifa Abdulla
Arooraage, 
Dhaandhoo, Gaafu Alifu Atoll, 
Republic of Maldives","Aishath Shamsiyya
Gulhazaaruge 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
62,Aqua Queen,vessel,,,,,,14,40,0,7779122,hussain@ecodiversmaldives.mv,,,,,,"Eco Divers Pvt Ltd
H. Coral Reef
Boduthakurufaanu Magu
Male', Republic of Maldives","Sun Holidays Pvt Ltd
Ma. Blue Grass, 2nd Floor
Keneree Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
63,Aqua Sunset,guesthouse,91.0,Gulhi,11.0,Kaafu,"Neel Villa, Gul'alaa Magu",6,12,0,7776931,aquaholdingsmv@gmail.com,,,,,,"Aqua Holdings Private Limited 
M. Rosy Side
Jambu Magu
Male', Republic of Maldives","Muslima Saeed 
Neel Villa
Gulhi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gulhi
64,Aquaraa,guesthouse,146.0,Maduvvari,17.0,Raa,Gulfaam,27,54,0,7792556,info@aquaraa.com,www.aquaraa.com,-,,,,"Sand Beach Hotels Pvt Ltd
M. Filaa Building 1 0701,
Koli Umar Manik Goalhi, 
Male', Republic of Maldives","Abdul Raheem
Gulfaam, 
Maduvvari, Raa Atoll,  
Republic of Maldives",,100.0,matched,Guest House,Meemu,Maduvvari
65,Aquavilla by Aquaholic,guesthouse,75.0,Vashafaru,9.0,Haa Alifu,"1. Vega, 2. Kuredhimaage, Fenboa Magu",3,6,0,7788088,info@aquaholicmaldives.com,www.aquaholicmaldives.com,,,,,"Aquaholic Maldives Private Limited 
G. Vashafaru, 
Ruhkendiyaa Hingun, 
Male', Republic of Maldives","Owner of Vega and Kuredhimaage: 
Abdul Hakeem Moosa
G. Sindhu, Male', Republic of Maldives",,100.0,matched,Guest House,Haa Alifu,Vashafaru
66,Araaik Beach Village,guesthouse,,,9.0,Haa Alifu,"24F, 24G & 24H, Kaani Magu, Hoarafushi Tourism Zone",10,20,0,9996064,thowfeeq@gmail.com,https://araaikbeachvillage.com/,-,,,,"Araaik Pvt Ltd 
Hulhumale', Araaik, Ground Floor, Hithigas Magu, 
Male', Republic of Maldives","Secretariate of the North Thiladhunmathi Hoarafushi Island  Council
Hoarafushi, Haa Alifu Atoll, 
Republic of Maldives",,,unmatched,Guest House,Haa Alifu,Hoarafushi
67,Araam Inn,guesthouse,83.0,Naivaadhoo,10.0,Haa Dhaalu,Roazy,5,10,0,9728336,manchali75@gmail.com,,,,,,"Naivaadhoo Water Sports (SP)
Zamaanee Villa,
Rabee'eemagu,
Naivaadhoo, Haa Dhaalu Atoll,
Republic of Maldives","Muhidheen Ahmed
M. Kurimaa
Male', Republic of Maldives",,100.0,matched,Guest House,Haa Dhaalu,Naivaadhoo
68,Araam View,guesthouse,,,11.0,Kaafu,Hulhumale' Lot. No. 10788,19,38,0,3349807 / 7771326,faunuenterprises@gmail.com,,,,,,"Faunu Enterprises Pvt Ltd 
M. Kurimaa, 1st Floor
Sabudheli Magu
Male', Republic of Maldives","Nafeesa Ahmed 
M. Kurimaa
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
69,Araamu Holidays and Spa,guesthouse,89.0,Dhiffushi,11.0,Kaafu,1. Sanoara & 2. Aseynaa,32,64,0,"6644554
7991606
7793437",info@araamuholidays.com,www.araamuholidays.com,,,,,"Araamu Hotels Pvt Ltd 
Sanoara
Fikuree Hingun
Dhiffushi, Kaafu Atoll
Republic of Maldives","1. Owner of Sanoara
Ibrahim Naseem 
Gulzaaruge
Dhiffushi, Kaafu Atoll
Republic of Maldives
2. Owner of Aseynaa
Adam Naseem 
Aseynaa
Dhiffushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Dhiffushi
70,Arena Beach,guesthouse,96.0,Maafushi,11.0,Kaafu,Janavaree Villa,49,98,0,7933231 / 7778599,samih@arenabeachmaldives.com,www.arenahotelsmaldives.com,3324959,,,,"Arena Private Limited 
Julietge, Haveeree Hingun
Maafushi, Kaafu Atoll
Republic of Maldives","Khadheeja Ismail Manik 
Janavareege
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
71,Arena Fushi Seaview,guesthouse,96.0,Maafushi,11.0,Kaafu,"Magulas, Hiyyfaseyha Magu",49,98,0,7778599,samih@arenabeachmaldives.com,-,-,,,,"Arena Hotels Private Limited 
Julietge, 
Haveeree Hingun, 
Maafushi, Kaafu Atoll, 
Republic of Maldives","Ahmed Hameed 
Magulas, 
Maafushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
72,Arena Grand Beach,guesthouse,96.0,Maafushi,11.0,Kaafu,"1. Shine Villa  2. Shine Beach, Hiyfaseyha Magu",28,56,0,"7933231
7778599",samih@arenabeachmaldives.com,www.arenahotelsmaldives.com,3325949,,,,"Arena Pvt Ltd 
Julietge
Haveeree Hingun
Maafushi, Kaafu Atoll
Republic of Maldives","1. Owner of Shine Villa
Saniya Ali
Vaguthee Hiyaa, Maafushi, Kaafu Atoll, Republic of Maldives
2. Owner of Shine Beach
Aishath Shany Mohamed 
Vaguthee Hiyaa, Maafushi, Kaafu Atoll, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
73,Arena Veli Seaview,guesthouse,96.0,Maafushi,11.0,Kaafu,"Dhonveli, Hiyyfaseyha Magu",49,98,0,7778599,samih@arenabeachmaldives.com,http://www.arenabeachmaldives.com/,,,,,"Arena Enterprises Pvt Ltd
Julietge
Maafushi, Kaafu Atoll
Republic of Maldives","Fathimath Abdul Razzag 
Hulhaguge
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
74,Ari Grand,guesthouse,,,2.0,Alifu Dhaalu,"Roma, Ujaalaa Magu",14,28,0,9952524,arali.pvt@outlook.com,,,,,,"Arali Pvt Ltd 
Hiya Ali, Hulhumale' Lot 11063
Nirolhu Magu
Male', Republic of Maldives","Abdul Rasheed Aboobakuru 
Vidhuvaruge
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
75,Ari Paradise,guesthouse,13.0,Hangnaameedhoo,2.0,Alifu Dhaalu,"Vidhuvaru, Javaahiru Magu",4,8,0,"9553929
7973929",iqbal9553929@gmail.com,,-,,,,"Tratour Maldives (SP) | Mohamed Iqbal  Dhaftharu No RS 13540, 
Male'. Republic of Maldives","Abdul Hannan Adam 
Luxury Villa, 
Hangnaameedhoo, Alifu Dhaalu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Hangnaameedhoo
76,Ari Queen,vessel,,,,,Ari Queen,12,24,0,7602100,aricruising@gmail.com,,,,,,"Farooq Abdul Samad
Himeyn
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","1. Moosa Abdul Samad / Asseyri, ADh. Hangnaameedhoo
Republic of Maldives
2. Mafroog Abdul Samad / Billoorijehige, ADh. Hangnaameedhoo
Republic of Maldives
3. Farooq Abdul Samad / Himeyn, ADh. Hangnaameedhoo
Republic of Maldives
4. Shirmeena Abdul Samad / Dhaftharu No RS 14418
Male', Republic of Maldives",,,no_island_provided,Vessel,,
77,Ari Residence,guesthouse,,,2.0,Alifu Dhaalu,Karankaa Villa Ameenee Magu,18,36,0,3333300 / 3344777,info@villa.com.mv,http://www.villa.mv/,3325177,,,,"Villa Utilities Pvt Ltd 
M. Villa Building
Ibrahim Hassan Didi Magu
Male', Republic of Maldives","Ahmed Naseem Adam 
Karankaa Villa
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Maamigili
78,Ari Stay Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Muringu, Dhilbahaaru Magu",4,8,0,7915514,asif07574@gmail.com,http://www.aristaythoddoo.com/,-,,,,"Fulhoi Investment (SP) |
Asif Ibrahim 
Fulhoi,
Hiyalee Goalhi,
Thoddoo, Alifu Alifu Atoll,
Republic of Maldives","Fathmath Moosa 
Fulhoi,
Thoddoo, Alifu Alifu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
79,Aria Beach,guesthouse,8.0,Ukulhas,1.0,Alifu Alifu,"Fares, Jumhooree Magu",11,22,0,9988668,ariabeachukulhas@gmail.com,http://www.ariabeachukulhas.com/,-,,,,"Aria Maldives Pvt Ltd 
Fares,
Jumhooree Magu,
Ukulhas, Alifu Alifu Atoll,
Republic of Maldives","Mariyam Saeeda
Rasfari
Alifu Alifu Ukulhas
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Ukulhas
80,Arianna Dhangethi,guesthouse,,,2.0,Alifu Dhaalu,Palace,10,20,0,9459191,ariannamaldives@gmail.com,www.ariannadhangethi.com,,,,,"Rasheeda Mohamed 
Dhaftharu No. RS 5476
Male', Republic of Maldives","Rasheeda Mohamed 
Dhaftharu No. RS 5476
Male', Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
81,Arista Villa,guesthouse,8.0,Ukulhas,1.0,Alifu Alifu,"Meadows, Orchid Magu",6,12,0,7783171,abdulla.fathuma@gmail.com,-,-,,,,"Arista Villa (SP) | 
Abdulla Ibrahim 
Meadows,
Orchid Magu,
Ukulhas, Alifu Alifu Atoll,
Republic of Maldives","Abdulla Ibrahim 
Meadows
Ukulhas, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Ukulhas
82,Ariyal,vessel,,,,,,13,26,0,7772040,info@pearltravelservice.com,,-,,,,"Pearl Cruisers Pvt Ltd 
Ma. Nylonuge, 1st Floor,
Jamaaludheen Hingun, 
Male', Republic of Maldives","Pearl Cruisers Pvt Ltd 
Ma. Nylonuge, 1st Floor,
Jamaaludheen Hingun, 
Male', Republic of Maldives",,,no_island_provided,Vessel,,
83,Ark Noble,vessel,,,,,,10,20,0,"3344652
7677405",info@dhivehiviuga.com,,3341851,,,,"Dhivehi Viuga Pvt Ltd 
H. Soanary, 05th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Dhivehi Viuga Pvt Ltd 
H. Soanary, 05th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
84,Ark Royal,vessel,,,,,Emperor Leo,12,24,0,7779122,hussein@ecodiversmaldives.com,,,,,,"Eco Divers Pvt Ltd 
H. Coral Reef
Boduthakurufaanu Magu
Male', Republic of Maldives","Constellation Ventures Pvt Ltd
G.Athafaiy
Dhonadharaadha Hingun
Male', Republic of Maldives",,,no_island_provided,Vessel,,
85,Arora Inn,guesthouse,96.0,Maafushi,11.0,Kaafu,Heaven,6,12,0,7999800,arorainn@gmail.com,www.arorainn.com,,,,,"Arora Inn (SP) | Ibrahim Areef
Maavil, Maafushi, Kaafu Atoll
Republic of Maldives","1. Moosa Shujau
Heaven, Maafushi, Kaafu Atoll, Republic of Maldives
2. Safeena Mohamed 
Heaven, Maafushi, Kaafu Atoll, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
86,Arora View,guesthouse,96.0,Maafushi,11.0,Kaafu,"Maavil, Haveeru Hingun",12,24,0,7998940,arorainn@gmail.com,,,,,,"Arora Inn (SP)
Ibrahim Areef 
Maavil
Haveeree Hingun
Maafushi, Kaafu Atoll
Republic of Maldives","Ibrahim Areef 
Maavil
Maafushi, Kaafu Atolll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
87,Arrival Beach and Spa,guesthouse,91.0,Gulhi,11.0,Kaafu,"Nirolhu, Lhosgas Magu",47,94,0,7774965,accounts@vtravelsmaldives.com,www.arrivalbeachmaldives.com,-,,,,"V Hotels Pvt Ltd 
H. Well Grow, 1st Floor,
Roashanee Magu,  
Male', Republic of Maldives","Adam Manik,
Nirolhu, Gulhi, Kaafu Atoll,  
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gulhi
88,Arrival Seaview,guesthouse,91.0,Gulhi,11.0,Kaafu,"Araairu, Burevi Magu",20,40,0,7774965,accounts@vtravelsmaldives.com,www.arrivalbeachmaldives.com,-,,,,"V Hotels Pvt Ltd, 
H. Well Grow, 1st Floor, 
Roashanee Magu, 
Male', Republic of Maldives","1. Aminath Maeesha 
2. Mariyam Lufsa 
3. Mohamed Anoosh 
4. Ahmed Unaise
Noovilaage, 
Gulhi, Kaafu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gulhi
89,Asaa View,guesthouse,2.0,Feridhoo,1.0,Alifu Alifu,"Asaa, Abadhah Hiyaa Magu",7,14,0,7795713,ahmedsaana637@gmail.com,www.asaaview.com,,,,,"Asaa View (SP) | Saana Ahmed 
Asaa, Abadhah Hiyaa Magu, 
AA. Feridhoo, 
Republic of Maldives","Saana Ahmed 
Asaa
AA. Feridhoo, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Feridhoo
90,Asia Inn,guesthouse,13.0,Hangnaameedhoo,2.0,Alifu Dhaalu,"Asia, Sosun Magu",7,14,0,"7415310
9996632",info@asiainn.com,-,-,,,,"Asia Inn (SP) | Amir Adam 
Blue Heaven
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Amir Adam 
Blue Heaven
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Hangnaameedhoo
91,Asseyri Guest House,guesthouse,,,18.0,Seenu,"Asseyri, Waseemee Hingun",11,22,0,9921216,reservations@asseyriguesthouse.com,,,,,,"Akeret Pvt Ltd 
Eastern Villa, Hulhumale' Lot no. 10977 
Nirolhu Goalhi No. 17
Male', Republic of Maldives","1. Mauman Saud 
2. Muthau Saud 
Asseyri
Maradhoo Feydhoo, Seenu Atoll
Addu City, Republic of Maldives",,,unmatched,Guest House,Seenu,Maradhoo Feydhoo
92,Assidha,vessel,,,,,Assidha,7,19,0,7706283,nishath@murakaventures.com,,,,,,"Mohamed Nishath 
H. Adhunge
4th Floor
Raiyvilaa Magu
K. Male', Republic of Maldives","Mohamed Nishath 
H. Adhunge
4th Floor
Raiyvilaa Magu
K. Male', Republic of Maldives",,,no_island_provided,Vessel,,
93,Ataraxis Grand and Spa,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,Jeem,15,30,0,7798390,meenizar@gmail.com,,,,,,"Dive Dame Pvt Ltd 
Kokkiri
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Hassan Zareer 
Daisymaage
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
94,Athens View,guesthouse,175.0,Guraidhoo,20.0,Thaa,Alivaage,15,30,0,"7566353
7786333",athensviewmaldives@outlook.com,-,-,,,,"I.S.F Construction (SP) | Ibrahim Shareef 
Dhaftharu No. 4769
Male', Republic of Maldives","Ibrahim Shihab 
Alivaage
Guraidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
95,Athiri Beach,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,Beach House,16,32,0,9993510,ali@athiri_beach.com,www.athiri_beach.com,-,,,,"Athiri Beach Pvt Ltd 
Hulhumale' Platinum, B2-06-03, 
Male' Republic of Maldives","1. Ahmed Shareef 
Beach House, Dhigurah, Alifu Dhaalu Atoll, Republic of Maldives
2. Hassan Nihad 
Magumatheege, Dhigurah, Alifu Dhaalu Atoll, Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
96,Athiri Residence Dhiffushi,guesthouse,89.0,Dhiffushi,11.0,Kaafu,Scorpio,14,28,0,9123388,athiriresidences@gmail.com,www.athiriresidences.com,-,,,,"Athiri Residences Pvt Ltd 
H. Ranveli 9, Ameenee Magu, Male', Republic of Maldives","Fathimath Niuma 
Seveenaa, Dhiffushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Dhiffushi
97,Athirige,guesthouse,19.0,Dharavandhoo,3.0,Baa,Irumatheege,5,10,0,7792206,"ahmedrasheed26@live.com
bisaprivatelimited@gmail.com",www.athirige.com,,,,,"Bisa Maldives (SP)
Finifebnaage, 13080
Kudahuvadhoo, Dhaalu Atoll 
Republic of Maldives","Ahmed Sadath
Irumatheege
B.Dharavandhoo, Baa Atoll 
Republic of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
98,Athiriveli,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Kuri,7,14,0,9831683,"bisaprivatelimited@gmail.com
info@athirige.com",www.athiriveli.com.mv,,,,,"Athiriveli (SP)
Ibrahim Moosa 
Athireege
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Moosa 
Athireege
Thoddoo, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
99,Atholhu Residence,guesthouse,22.0,Fehendhoo,3.0,Baa,"Maahal, Usmaanee Hingun",6,12,0,7422422,hello@atholhuresidence.mv,,,,,,"Atholhu Residence (SP)
Mohamed Siraaj 
Dhaftharu No RS 14026
Male', Republic of Maldives","Abdul Sattar Ali 
Maahal
Fehendhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Fehendhoo
100,Atmosphere Kanifushi Maldives,resort,,,13.0,Lhaviyani,,190,380,0,3006554,info@kanifushi.com.mv,,3006557,3339992,sales@atmosphere-kanifushi.com,,"Kanifushi Investment Pvt. Ltd
M. Rowville, 5th Floor
Fareedhee Magu
Male, Rep of Maldives","Kanifushi Investment Pvt. Ltd.
M. Rowville, 5th Floor
Fareedhee Magu
Male, Rep of Maldives","Atmosphere Kani Resort Pvt. Ltd
Aage, 02nd Floor
12 Boduthakurufaanu Magu
Male', Rep of Maldives",,unmatched,Resort,Lhaviyani,Kanifushi
101,Atoll Jade,vessel,,,,,,9,22,0,"3324300
7788506",info@eyecare.com.mv,,3321527,,,,"Island Sea Transport Pvt Ltd (C)
M. Usha, 6th Floor
Orchid Magu
Male', Republic of Maldives","Island Sea Transport Pvt Ltd (C) 
M.Usha, 6th Floor
Orchid Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
102,Atoll Residence Dhangethi,guesthouse,,,2.0,Alifu Dhaalu,"Jazeera, Beach Road",16,32,0,7917711,info@atollresidence.com,,,,,,"Maldives Vibes Pvt Ltd 
Jazeera
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","Waheedha Saud 
Jambumaage
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
103,Atoll Retreat,guesthouse,186.0,Fulidhoo,21.0,Vaavu,1. Endive and  2. Vilares,12,24,0,7988958,info@atollretreat.mv,www.atollretreat.mv,-,,,,"Vilares Property Pvt Ltd 
Hulhumale' Lot 10693 M360, Leo Building, 5th Floor, Industrial Zone, Haivakaru Magu, 
Male', Republic of Maldives","1. Owner of Endive, V. Fulidhoo: 
Asrar Mohamed, Hithaffinivaage, 
Fulidhoo, Vaavu Atoll, 
Republic of Maldives
2. Owner of Vilares, V. Fulidhoo: Habeeba Mohamed, Hithaffinivaage, 
Fulidhoo, Vaavu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
104,Atoll Villa,vessel,,,,,,6,14,0,3333501,info@heymaldives.com,,,,,,"Hey Hey Maldives Pvt Ltd
Ma. Rose
Iskandharu Magu
Male', Republic of Maldives","Ahmed Visham 
Ma. Rose 1
Iskandhar Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
105,Avani + Fares Maldives,resort,,,3.0,Baa,"Baa Atoll, Fares",210,420,0,7773152,zayan@salihshihab.co,,,6601660,reservations.fares@avanihotels.com,6601660,"Plexus Maldives Private Limited
H. The Cyprea, Boduthakurufaanu Magu, Male', Republic of Maldives","Plexus Maldives Private Limited
H. The Cyprea, Boduthakurufaanu Magu, Male', Republic of Maldives","Minor Hotel Group (Maldives) Private Limited 
Anantara Kihavah Villas,
Kihavah Huravalhi, Baa Atoll,
Republic of Maldives",,unmatched,Resort,Baa,Fares
106,Avanti Vaadhoo,guesthouse,151.0,Vaadhoo,17.0,Raa,"Keneree Lodge, Kaanzee Magu",5,10,0,"9111190
9774131",sales@avantivaadhoo.com,Avantivaadhoo.com,-,,,,"Huvadhoo Surf Adventures (SP) | Muaviyath Saeed Mohamed 
Keneree Villa, 
Vaadhoo, Gaafu Dhaalu Atoll, 
Republic of Maldives","Ibrahim Saeed Mohamed 
Keneree Villa
Vaadhoo, Gaafu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Gaafu Dhaalu,Vaadhoo
107,Avenly Omadhoo,guesthouse,180.0,Omadhoo,20.0,Thaa,"Vaagali, Hiyfaseyha Magu",10,20,0,7776496,hello@avenlymaldives.com,http://www.avenlymaldives.com/,-,,,,"Capella Maldives Pvt Ltd 
Hulhanguge,
Omadhoo, Alifu Dhaalu Atoll,
Republic of Maldives","Adam Mohamed 
Maabageechaage,
Omadhoo, Alifu Dhaalu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Omadhoo
108,Aveyla Manta Village,guesthouse,19.0,Dharavandhoo,3.0,Baa,Beach Villa,16,32,0,7773996,info@aveyla.com,www.aveyla.com,,,,,"Search Maldives Pvt Ltd 
M. Vaagali 
Male', Rep. of Maldives","Search Maldives Pvt Ltd 
M. Vaagali 
Male', Rep. of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
109,Avi Cabana,homestay,,,11.0,Kaafu,"Happy Corner, Rahvehi Magu",2,4,0,4003050 / 7939601,sales@localturemaldives.com,-,-,,,,"Avi Cabana (SP)
Ahmed Waheed 
Nisaathu,
Velidhoo, Noonu Atoll,
Republic of Maldives","Legal Heirs of late Mr. Anees Ahmed,
Happy Corner, Himmafushi, Kaafu Atoll, Republic of Maldives
1. Aminath Sharuma,
Happy Corner, Himmafushi, Kaafu Atoll, Republic of Maldives
2. Ashiya Anees,
Happy Corner, Himmafushi, Kaafu Atoll, Republic of Maldives
3. Aishath Sanaa,
Happy Corner, Himmafushi, Kaafu Atoll, Republic of Maldives
4. Mohamed Saneeh,
Happy Corner, Himmafushi, Kaafu Atoll, Republic of Maldives
5. Fathimath Yoosuf,
Maavadige, Himmafushi, Kaafu Atoll, Republic of Maldives",,,unmatched,Home Stay,Kaafu,Himmafushi
110,Avi Guesthouse,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Sallige, Boduthakurufaanu Magu,09010",7,14,0,7778798,sarfaraz@coralliumtours.com,https://www/aviguesthouse.com,-,,,,"Corallium Maldives Pvt. Ltd. 
G. Sallige, 4th Floor,
Raiyvilla Goalhi, 
Male', Republic ofMaldives","Jaufar Easa Mohamed 
G. Sallige,
Male', Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
111,Avis Cruise,vessel,,,,,Avis Cruise,8,16,0,7989666,avismaldives@gmail.com,,,,,,"Avis Travels Pvt. Ltd. 
H. Opal
Roashanee Goalhi
Male', Republic of Maldives","Avis Travels Pvt. Ltd.
H. Opal
Roashanee Goalhi
Male', Republic of Maldives",,,no_island_provided,Vessel,,
112,Avoca Inn,guesthouse,,,11.0,Kaafu,"Avoca, Hulhumale’ Lot no. 11058, Nirolhu Magu",25,50,0,7773637,info@avocainn.mv,http://www.avocainn.mv/,-,,,,"Maritech Management Pvt Ltd 
Gulisthaanuge,
Feydhoo, Seenu Atoll
Republic of Maldives","Ahmed Zuhoor 
H. Maabandeyri Aage, 
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
113,Avyanna Gulhi Beach,guesthouse,91.0,Gulhi,11.0,Kaafu,"Paris Holiday, Chaandhanee Magu",38,76,0,9988828,marketing@avyannamaldives.com,http://www.avyannamaldives.com/,-,,,,"Avyanna Maldives Pvt Ltd 
M. Lonadhoo Hiyaa, Unit 1A, 
Gan'dhakoalhi Magu,
Male', Republic of Maldives","Mohamed Rashid 
Orchid House,
Gulhi, Kaafu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gulhi
114,Awesome Suite,guesthouse,,,11.0,Kaafu,"Hulhumale' Lot No: 10486, Nirolhu Magu",9,18,0,7998283,info@awesomemaldives.net,-,-,,,,"Awesome Maldives Private Limited
M. Paris Villa, 
Majeedhee Magu, 
Male', Republic of Maldives","Aishath Seneen 
Hulhu Male', Goathi No 10486, 
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
115,Ayada Maldives,resort,,,7.0,Gaafu Dhaalu,,100,200,0,"7303055
745 8336
6844444","info@ayadamaldives.com / 
aminath.hana@lily-international.com",,"330 3003
3303009
6845555",684 4444,info@ayadamaldives.com,444 6 200,"Ahmet Aydeniz Maldives Pvt. Ltd 
H. Aagadhage, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Maldives Tourism Development and Corporation 
G. Fathuruvehi, 1st Floor
Buruzu Magu 20124
Male', Republic of Maldives",,,unmatched,Resort,Gaafu Dhaalu,Magudhdhuvaa
116,Ayala Ocean View,guesthouse,91.0,Gulhi,11.0,Kaafu,Sun Flower & White Snow,20,40,0,9664412/6648001,sales@ayalamaldives.com,www.ayalamaldives.com,,,,,"Ayala Hotels Maldives Pvt Ltd 
M. G.E.K.A.M Building (7th Floor) 
Mohamed Ismail Didi Goalhi 
Male', Republic of Maldives","Owner of Sun Flower:
Ahmed Shiyam 
Shimlaa 
Gulhi Kaafu Atoll
Republic of Maldives 

Owner of White Snow:
Shiyama Adam 
Magumatheege 
Gulhi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gulhi
117,Ayira Maldives,guesthouse,2.0,Feridhoo,1.0,Alifu Alifu,Fundhuni,5,10,0,7973868,info@ayiramaldives.com,ayiramaldives.com,,,,,"Amjad Majee
Fundhuni
Feridhoo, Alifu Alifu Atoll
Male', Republic of Maldives","Amjad Majee
Fundhuni
Feridhoo, Alifu Alifu Atoll
Male', Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Feridhoo
118,Azalea Cruise,vessel,,,,,,9,18,0,7798877,aaishathhanaa@gmail.com,,-,,,,"Seaday Pvt. Ltd. 
Hulhumale' Lot 10133, 1st Floor, 
Halaveli Magu, 
Male', Republic of Maldives","Mohamed Shifaz 
Moonimaage, 
Kurendhoo, Lhaviyani, 
Republic of Maldives",,,no_island_provided,Vessel,,
119,Azalea Explorer (Madivaru 7),vessel,,,,,,10,26,0,,,,,,,,"Seaday Pvt Ltd,
Hulhumale' Lot 10133, 1st Floor, 
Halaveli Magu,
Male', Republic of Maldives","Seaday Pvt Ltd,
Hulhumale' Lot 10133, 1st Floor, 
Halaveli Magu,
Male', Republic of Maldives",,,no_island_provided,Vessel,,
